x,y,SPEED_MAX_GUST,CLIMATE_IDENTIFIER,MIN_REL_HUMIDITY_FLAG,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE_FLAG,STATION_NAME,TOTAL_RAIN_FLAG,TOTAL_SNOW,MIN_REL_HUMIDITY,TOTAL_PRECIPITATION,LOCAL_DATE,MEAN_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS,DIRECTION_MAX_GUST,LOCAL_YEAR,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY,MEAN_TEMPERATURE,TOTAL_SNOW_FLAG,SNOW_ON_GROUND_FLAG,MAX_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,SPEED_MAX_GUST_FLAG,ID,LOCAL_DAY,MAX_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS_FLAG,LOCAL_MONTH,DIRECTION_MAX_GUST_FLAG,MIN_TEMPERATURE,PROVINCE_CODE,TOTAL_RAIN,COOLING_DEGREE_DAYS
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,43,0,2023-04-14 00:00:00,,15.5,,2023,,88,2.5,,,7.3,,40,,7094637.2023.4.14,14,,,4,,-2.2,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,26,0,2023-04-15 00:00:00,,7.2,,2023,,78,10.8,,,23,,37,,7094637.2023.4.15,15,,,4,,-1.4,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,22,0,2023-04-16 00:00:00,,5.6,,2023,,81,12.4,,,25.1,,29,,7094637.2023.4.16,16,,,4,,-0.2,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,61,7.7,2023-04-17 00:00:00,,10.3,,2023,,99,7.7,,,15,,21,,7094637.2023.4.17,17,,,4,,0.4,QC,,0
-77.79307222222222,49.757783333333336,36,7094637,,,,MATAGAMI,,,88,7.2,2023-04-18 00:00:00,,19.1,30,2023,,100,-1.1,,,2.8,,12,,7094637.2023.4.18,18,,,4,,-5.1,QC,,0
-77.79307222222222,49.757783333333336,32,7094637,,,,MATAGAMI,,,69,0.1,2023-04-19 00:00:00,,23.1,30,2023,,90,-5.1,,,-4.1,,10,,7094637.2023.4.19,19,,,4,,-6.2,QC,,0
-77.79307222222222,49.757783333333336,31,7094637,,,,MATAGAMI,,,53,0,2023-04-20 00:00:00,,19.5,31,2023,,95,-1.5,,,3,,10,,7094637.2023.4.20,20,,,4,,-5.9,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,70,7.9,2023-04-21 00:00:00,,18.2,,2023,,99,-0.2,,,2,,8,,7094637.2023.4.21,21,,,4,,-2.5,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,89,13.7,2023-04-22 00:00:00,,15,,2023,,99,3,,,4.8,,7,,7094637.2023.4.22,22,,,4,,1.3,QC,,0
-77.79307222222222,49.757783333333336,39,7094637,,,,MATAGAMI,,,68,2.4,2023-04-23 00:00:00,,14.2,20,2023,,99,3.8,,,8,,2,,7094637.2023.4.23,23,,,4,,-0.4,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,85,2.4,2023-04-24 00:00:00,,18.1,,2023,,97,-0.1,,,1.7,,,,7094637.2023.4.24,24,,,4,,-1.8,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,82,2.8,2023-04-25 00:00:00,,16.1,,2023,,99,1.9,,,5.7,,,,7094637.2023.4.25,25,,,4,,-1.9,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,58,1.4,2023-04-26 00:00:00,,15.2,,2023,,99,2.8,,,7.4,,,,7094637.2023.4.26,26,,,4,,-1.8,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,42,0,2023-04-27 00:00:00,,14.4,,2023,,96,3.6,,,8.9,,,,7094637.2023.4.27,27,,,4,,-1.7,QC,,0
-77.79307222222222,49.757783333333336,33,7094637,,,,MATAGAMI,,,33,0,2023-04-28 00:00:00,,8.9,17,2023,,79,9.1,,,16,,,,7094637.2023.4.28,28,,,4,,2.2,QC,,0
-77.79307222222222,49.757783333333336,44,7094637,,,,MATAGAMI,,,38,2,2023-04-29 00:00:00,,7.8,17,2023,,92,10.2,,,15.6,,,,7094637.2023.4.29,29,,,4,,4.8,QC,,0
-77.79307222222222,49.757783333333336,34,7094637,,,,MATAGAMI,,,70,6.1,2023-04-30 00:00:00,,9.6,10,2023,,97,8.4,,,11.2,,,,7094637.2023.4.30,30,,,4,,5.5,QC,,0
-77.79307222222222,49.757783333333336,60,7094637,,,,MATAGAMI,,,83,9,2023-05-01 00:00:00,,11.8,14,2023,,97,6.2,,,8.4,,,,7094637.2023.5.1,1,,,5,,4.1,QC,,0
-77.79307222222222,49.757783333333336,34,7094637,,,,MATAGAMI,,,49,0,2023-05-02 00:00:00,,11,11,2023,,97,7,,,12.6,,,,7094637.2023.5.2,2,,,5,,1.4,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,52,0,2023-05-03 00:00:00,,9.2,,2023,,84,8.8,,,13.6,,,,7094637.2023.5.3,3,,,5,,4.1,QC,,0
-77.79307222222222,49.757783333333336,34,7094637,,,,MATAGAMI,,,42,0,2023-05-04 00:00:00,,9.1,12,2023,,87,8.9,,,14,,,,7094637.2023.5.4,4,,,5,,3.8,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,31,0,2023-05-05 00:00:00,,8.2,,2023,,94,9.8,,,17.8,,,,7094637.2023.5.5,5,,,5,,1.9,QC,,0
-77.79307222222222,49.757783333333336,39,7094637,,,,MATAGAMI,,,25,0,2023-05-06 00:00:00,,7,34,2023,,85,11,,,20.1,,,,7094637.2023.5.6,6,,,5,,1.9,QC,,0
-77.79307222222222,49.757783333333336,47,7094637,,,,MATAGAMI,,,36,0,2023-05-07 00:00:00,,11.6,33,2023,,93,6.4,,,14.5,,,,7094637.2023.5.7,7,,,5,,-1.7,QC,,0
-77.79307222222222,49.757783333333336,41,7094637,,,,MATAGAMI,,,32,0,2023-05-08 00:00:00,,14.1,32,2023,,91,3.9,,,10.3,,,,7094637.2023.5.8,8,,,5,,-2.4,QC,,0
-77.79307222222222,49.757783333333336,33,7094637,,,,MATAGAMI,,,21,0,2023-05-09 00:00:00,,12.5,33,2023,,83,5.5,,,15.7,,,,7094637.2023.5.9,9,,,5,,-4.7,QC,,0
-77.79307222222222,49.757783333333336,59,7094637,,,,MATAGAMI,,,29,0,2023-05-10 00:00:00,,7.9,31,2023,,81,10.1,,,21.1,,,,7094637.2023.5.10,10,,,5,,-0.9,QC,,0
-77.79307222222222,49.757783333333336,49,7094637,,,,MATAGAMI,,,27,5,2023-05-11 00:00:00,,4.7,31,2023,,98,13.3,,,23.6,,,,7094637.2023.5.11,11,,,5,,3,QC,,0
-77.79307222222222,49.757783333333336,62,7094637,,,,MATAGAMI,,,58,0,2023-05-12 00:00:00,,10.2,32,2023,,98,7.8,,,12.2,,,,7094637.2023.5.12,12,,,5,,3.4,QC,,0
-77.79307222222222,49.757783333333336,45,7094637,,,,MATAGAMI,,,66,0,2023-05-13 00:00:00,,15.5,32,2023,,91,2.5,,,6.4,,,,7094637.2023.5.13,13,,,5,,-1.3,QC,,0
-77.79307222222222,49.757783333333336,35,7094637,,,,MATAGAMI,,,29,0,2023-05-14 00:00:00,,10.3,33,2023,,94,7.7,,,17.4,,,,7094637.2023.5.14,14,,,5,,-2.1,QC,,0
-77.79307222222222,49.757783333333336,39,7094637,,,,MATAGAMI,,,40,2.1,2023-05-15 00:00:00,,12.6,30,2023,,96,5.4,,,12,,,,7094637.2023.5.15,15,,,5,,-1.3,QC,,0
-77.79307222222222,49.757783333333336,49,7094637,,,,MATAGAMI,,,57,0.2,2023-05-16 00:00:00,,20.3,32,2023,,93,-2.3,,,0.5,,,,7094637.2023.5.16,16,,,5,,-5,QC,,0
-77.79307222222222,49.757783333333336,36,7094637,,,,MATAGAMI,,,55,0,2023-05-17 00:00:00,,21.7,34,2023,,89,-3.7,,,0,,,,7094637.2023.5.17,17,,,5,,-7.5,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,21,0,2023-05-18 00:00:00,,16.3,,2023,,92,1.7,,,12.4,,,,7094637.2023.5.18,18,,,5,,-9,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,38,2.5,2023-05-19 00:00:00,,10.9,,2023,,97,7.1,,,9.3,,,,7094637.2023.5.19,19,,,5,,4.9,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,27,0,2023-05-20 00:00:00,,8.9,,2023,,99,9.1,,,19,,,,7094637.2023.5.20,20,,,5,,-0.8,QC,,0
-77.79307222222222,49.757783333333336,47,7094637,,,,MATAGAMI,,,42,0,2023-05-21 00:00:00,,17.1,33,2023,,87,0.9,,,6.5,,,,7094637.2023.5.21,21,,,5,,-4.6,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,21,0,2023-05-22 00:00:00,,14.4,,2023,,91,3.6,,,14.7,,,,7094637.2023.5.22,22,,,5,,-7.4,QC,,0
-77.79307222222222,49.757783333333336,62,7094637,,,,MATAGAMI,,,44,7,2023-05-23 00:00:00,,9.2,31,2023,,95,8.8,,,19.6,,,,7094637.2023.5.23,23,,,5,,-2.1,QC,,0
-77.79307222222222,49.757783333333336,41,7094637,,,,MATAGAMI,,,50,0,2023-05-24 00:00:00,,16.9,30,2023,,89,1.1,,,5.1,,,,7094637.2023.5.24,24,,,5,,-2.9,QC,,0
-77.79307222222222,49.757783333333336,34,7094637,,,,MATAGAMI,,,26,0,2023-05-25 00:00:00,,12.6,31,2023,,94,5.4,,,15.5,,,,7094637.2023.5.25,25,,,5,,-4.8,QC,,0
-77.79307222222222,49.757783333333336,32,7094637,,,,MATAGAMI,,,17,0,2023-05-26 00:00:00,,6,23,2023,,91,12,,,24.2,,,,7094637.2023.5.26,26,,,5,,-0.2,QC,,0
-77.79307222222222,49.757783333333336,45,7094637,,,,MATAGAMI,,,20,0,2023-05-27 00:00:00,,0,30,2023,,77,22.6,,,31,,,,7094637.2023.5.27,27,,,5,,14.3,QC,,4.6
-77.79307222222222,49.757783333333336,35,7094637,,,,MATAGAMI,,,33,0,2023-05-28 00:00:00,,6.2,31,2023,,94,11.8,,,18.8,,,,7094637.2023.5.28,28,,,5,,4.8,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,18,0,2023-05-29 00:00:00,,3.6,,2023,,85,14.4,,,25.4,,,,7094637.2023.5.29,29,,,5,,3.5,QC,,0
-77.79307222222222,49.757783333333336,44,7094637,,,,MATAGAMI,,,20,0,2023-05-30 00:00:00,,0,26,2023,,58,20.9,,,32.4,,,,7094637.2023.5.30,30,,,5,,9.4,QC,,2.9
-77.79307222222222,49.757783333333336,41,7094637,,,,MATAGAMI,,,21,0,2023-05-31 00:00:00,,0,25,2023,,62,24.8,,,32.6,,,,7094637.2023.5.31,31,,,5,,16.9,QC,,6.8
-77.79307222222222,49.757783333333336,36,7094637,,,,MATAGAMI,,,32,0,2023-06-01 00:00:00,,0,11,2023,,82,22.9,,,31.5,,,,7094637.2023.6.1,1,,,6,,14.4,QC,,4.9
-77.79307222222222,49.757783333333336,31,7094637,,,,MATAGAMI,,,17,0,2023-06-02 00:00:00,,0.4,7,2023,,88,17.6,,,25.7,,,,7094637.2023.6.2,2,,,6,,9.5,QC,,0
-77.79307222222222,49.757783333333336,34,7094637,,,,MATAGAMI,,,18,0,2023-06-03 00:00:00,,2,2,2023,,67,16,,,23.9,,,,7094637.2023.6.3,3,,,6,,8,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,18,0,2023-06-04 00:00:00,,2.8,,2023,,85,15.2,,,25.5,,,,7094637.2023.6.4,4,,,6,,4.8,QC,,0
-77.79307222222222,49.757783333333336,46,7094637,,,,MATAGAMI,,,28,0,2023-06-05 00:00:00,,4.9,33,2023,,84,13.1,,,21,,,,7094637.2023.6.5,5,,,6,,5.2,QC,,0
-77.79307222222222,49.757783333333336,40,7094637,,,,MATAGAMI,,,20,0,2023-06-06 00:00:00,,7.7,35,2023,,93,10.3,,,18.7,,,,7094637.2023.6.6,6,,,6,,1.9,QC,,0
-77.79307222222222,49.757783333333336,39,7094637,,,,MATAGAMI,,,38,0,2023-06-07 00:00:00,,5.5,1,2023,,76,12.5,,,19.6,,,,7094637.2023.6.7,7,,,6,,5.4,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,33,0,2023-06-08 00:00:00,,2.2,,2023,,82,15.8,,,22.3,,,,7094637.2023.6.8,8,,,6,,9.2,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,47,0,2023-06-09 00:00:00,,2.2,,2023,,93,15.8,,,22,,,,7094637.2023.6.9,9,,,6,,9.6,QC,,0
-77.79307222222222,49.757783333333336,34,7094637,,,,MATAGAMI,,,70,0.6,2023-06-10 00:00:00,,8.7,32,2023,,94,9.3,,,15.8,,,,7094637.2023.6.10,10,,,6,,2.9,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,44,0,2023-06-11 00:00:00,,6.7,,2023,,93,11.3,,,21.1,,,,7094637.2023.6.11,11,,,6,,1.4,QC,,0
-77.79307222222222,49.757783333333336,32,7094637,,,,MATAGAMI,,,33,0,2023-06-12 00:00:00,,1.6,8,2023,,93,16.4,,,26.2,,,,7094637.2023.6.12,12,,,6,,6.7,QC,,0
-77.79307222222222,49.757783333333336,32,7094637,,,,MATAGAMI,,,39,0,2023-06-13 00:00:00,,0,9,2023,,97,20.2,,,27.2,,,,7094637.2023.6.13,13,,,6,,13.2,QC,,2.2
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,73,0,2023-06-14 00:00:00,,4.5,,2023,,99,13.5,,,19.1,,,,7094637.2023.6.14,14,,,6,,7.9,QC,,0
-77.79307222222222,49.757783333333336,31,7094637,,,,MATAGAMI,,,67,0,2023-06-15 00:00:00,,6.4,32,2023,,99,11.6,,,17.1,,,,7094637.2023.6.15,15,,,6,,6.1,QC,,0
-77.79307222222222,49.757783333333336,35,7094637,,,,MATAGAMI,,,30,0,2023-06-16 00:00:00,,5.2,34,2023,,96,12.8,,,21.6,,,,7094637.2023.6.16,16,,,6,,4.1,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,40,0,2023-06-17 00:00:00,,5.1,,2023,,94,12.9,,,22.2,,,,7094637.2023.6.17,17,,,6,,3.6,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,49,0,2023-06-18 00:00:00,,1.7,,2023,,97,16.3,,,23.2,,,,7094637.2023.6.18,18,,,6,,9.4,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,27,0,2023-06-19 00:00:00,,0,,2023,,92,18.5,,,27.5,,,,7094637.2023.6.19,19,,,6,,9.4,QC,,0.5
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,22,0,2023-06-20 00:00:00,,0,,2023,,82,20.1,,,30.5,,,,7094637.2023.6.20,20,,,6,,9.7,QC,,2.1
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,24,0,2023-06-21 00:00:00,,0,,2023,,78,23.6,,,33.4,,,,7094637.2023.6.21,21,,,6,,13.7,QC,,5.6
-77.79307222222222,49.757783333333336,40,7094637,,,,MATAGAMI,,,23,0,2023-06-22 00:00:00,,0,21,2023,,76,23.2,,,32.4,,,,7094637.2023.6.22,22,,,6,,13.9,QC,,5.2
-77.79307222222222,49.757783333333336,44,7094637,,,,MATAGAMI,,,26,0,2023-06-23 00:00:00,,0,20,2023,,81,24.1,,,32.1,,,,7094637.2023.6.23,23,,,6,,16,QC,,6.1
-77.79307222222222,49.757783333333336,37,7094637,,,,MATAGAMI,,,32,1,2023-06-24 00:00:00,,0.1,34,2023,,93,17.9,,,26.1,,,,7094637.2023.6.24,24,,,6,,9.7,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,23,0,2023-06-25 00:00:00,,2.1,,2023,,99,15.9,,,25.7,,,,7094637.2023.6.25,25,,,6,,6,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,51,8.2,2023-06-26 00:00:00,,0,,2023,,98,19.5,,,24,,,,7094637.2023.6.26,26,,,6,,15,QC,,1.5
-77.79307222222222,49.757783333333336,38,7094637,,,,MATAGAMI,,,95,20.2,2023-06-27 00:00:00,,5.5,34,2023,,98,12.5,,,18,,,,7094637.2023.6.27,27,,,6,,7,QC,,0
-77.79307222222222,49.757783333333336,38,7094637,,,,MATAGAMI,,,34,0,2023-06-28 00:00:00,,3.6,32,2023,,95,14.4,,,22.9,,,,7094637.2023.6.28,28,,,6,,5.9,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,35,0,2023-06-29 00:00:00,,1.9,,2023,,95,16.1,,,26.1,,,,7094637.2023.6.29,29,,,6,,6.1,QC,,0
-77.79307222222222,49.757783333333336,34,7094637,,,,MATAGAMI,,,43,1.6,2023-06-30 00:00:00,,0,15,2023,,88,19,,,25.9,,,,7094637.2023.6.30,30,,,6,,12,QC,,1
-77.79307222222222,49.757783333333336,32,7094637,,,,MATAGAMI,,,54,1.1,2023-07-01 00:00:00,,0,27,2023,,97,19.7,,,24.9,,,,7094637.2023.7.1,1,,,7,,14.4,QC,,1.7
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,48,0,2023-07-02 00:00:00,,0,,2023,,99,20.8,,,27.6,,,,7094637.2023.7.2,2,,,7,,14,QC,,2.8
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,34,0,2023-07-03 00:00:00,,0,,2023,,97,21.9,,,30.1,,,,7094637.2023.7.3,3,,,7,,13.6,QC,,3.9
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,30,0,2023-07-04 00:00:00,,0,,2023,,92,23.7,,,33.5,,,,7094637.2023.7.4,4,,,7,,13.9,QC,,5.7
-77.79307222222222,49.757783333333336,47,7094637,,,,MATAGAMI,,,28,0.3,2023-07-05 00:00:00,,0,29,2023,,94,25.1,,,33.2,,,,7094637.2023.7.5,5,,,7,,17.1,QC,,7.1
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,77,3.4,2023-07-06 00:00:00,,3,,2023,,98,15,,,19,,,,7094637.2023.7.6,6,,,7,,10.9,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,38,0,2023-07-07 00:00:00,,0,,2023,,96,18,,,24.6,,,,7094637.2023.7.7,7,,,7,,11.5,QC,,0
-77.79307222222222,49.757783333333336,35,7094637,,,,MATAGAMI,,,34,5.1,2023-07-08 00:00:00,,0,30,2023,,96,18.6,,,26.2,,,,7094637.2023.7.8,8,,,7,,11,QC,,0.6
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,63,4.4,2023-07-09 00:00:00,,1.4,,2023,,98,16.6,,,23,,,,7094637.2023.7.9,9,,,7,,10.3,QC,,0
-77.79307222222222,49.757783333333336,48,7094637,,,,MATAGAMI,,,38,8.1,2023-07-10 00:00:00,,0,29,2023,,99,20.3,,,27.4,,,,7094637.2023.7.10,10,,,7,,13.1,QC,,2.3
-77.79307222222222,49.757783333333336,35,7094637,,,,MATAGAMI,,,38,0,2023-07-11 00:00:00,,0.4,30,2023,,100,17.6,,,23.9,,,,7094637.2023.7.11,11,,,7,,11.3,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,40,0,2023-07-12 00:00:00,,3.3,,2023,,97,14.7,,,20.7,,,,7094637.2023.7.12,12,,,7,,8.8,QC,,0
-77.79307222222222,49.757783333333336,38,7094637,,,,MATAGAMI,,,57,4.2,2023-07-13 00:00:00,,3.4,14,2023,,97,14.6,,,22.1,,,,7094637.2023.7.13,13,,,7,,7.1,QC,,0
-77.79307222222222,49.757783333333336,36,7094637,,,,MATAGAMI,,,32,0,2023-07-14 00:00:00,,0,25,2023,,99,18.5,,,26.9,,,,7094637.2023.7.14,14,,,7,,10.2,QC,,0.5
-77.79307222222222,49.757783333333336,56,7094637,,,,MATAGAMI,,,55,5.8,2023-07-15 00:00:00,,0,21,2023,,98,21.1,,,26.8,,,,7094637.2023.7.15,15,,,7,,15.3,QC,,3.1
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,57,0,2023-07-16 00:00:00,,0,,2023,,99,20.4,,,25.4,,,,7094637.2023.7.16,16,,,7,,15.4,QC,,2.4
-77.79307222222222,49.757783333333336,40,7094637,,,,MATAGAMI,,,50,0,2023-07-17 00:00:00,,0.2,24,2023,,97,17.8,,,23.2,,,,7094637.2023.7.17,17,,,7,,12.4,QC,,0
-77.79307222222222,49.757783333333336,37,7094637,,,,MATAGAMI,,,47,0.6,2023-07-18 00:00:00,,0.9,24,2023,,97,17.1,,,23.3,,,,7094637.2023.7.18,18,,,7,,10.8,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,64,2,2023-07-19 00:00:00,,4.9,,2023,,97,13.1,,,16.9,,,,7094637.2023.7.19,19,,,7,,9.3,QC,,0
-77.79307222222222,49.757783333333336,46,7094637,,,,MATAGAMI,,,48,21.7,2023-07-20 00:00:00,,1.1,19,2023,,99,16.9,,,24.5,,,,7094637.2023.7.20,20,,,7,,9.4,QC,,0
-77.79307222222222,49.757783333333336,35,7094637,,,,MATAGAMI,,,32,0,2023-07-21 00:00:00,,3.3,32,2023,,99,14.7,,,21.1,,,,7094637.2023.7.21,21,,,7,,8.3,QC,,0
-77.79307222222222,49.757783333333336,33,7094637,,,,MATAGAMI,,,25,0,2023-07-22 00:00:00,,2.7,28,2023,,95,15.3,,,24.9,,,,7094637.2023.7.22,22,,,7,,5.7,QC,,0
-77.79307222222222,49.757783333333336,50,7094637,,,,MATAGAMI,,,31,3.1,2023-07-23 00:00:00,,0,33,2023,,97,18.5,,,28.2,,,,7094637.2023.7.23,23,,,7,,8.7,QC,,0.5
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,67,2.4,2023-07-24 00:00:00,,3.4,,2023,,99,14.6,,,19.6,,,,7094637.2023.7.24,24,,,7,,9.6,QC,,0
-77.79307222222222,49.757783333333336,33,7094637,,,,MATAGAMI,,,35,0,2023-07-25 00:00:00,,1.5,28,2023,,99,16.5,,,25.4,,,,7094637.2023.7.25,25,,,7,,7.6,QC,,0
-77.79307222222222,49.757783333333336,38,7094637,,,,MATAGAMI,,,39,0,2023-07-26 00:00:00,,0,23,2023,,96,18.5,,,26.2,,,,7094637.2023.7.26,26,,,7,,10.7,QC,,0.5
-77.79307222222222,49.757783333333336,45,7094637,,,,MATAGAMI,,,43,6.1,2023-07-27 00:00:00,,2.8,32,2023,,98,15.2,,,24.1,,,,7094637.2023.7.27,27,,,7,,6.3,QC,,0
-77.79307222222222,49.757783333333336,45,7094637,,,,MATAGAMI,,,65,0.4,2023-07-28 00:00:00,,4.8,32,2023,,97,13.2,,,17.9,,,,7094637.2023.7.28,28,,,7,,8.4,QC,,0
