x,y,SPEED_MAX_GUST,CLIMATE_IDENTIFIER,MIN_REL_HUMIDITY_FLAG,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE_FLAG,STATION_NAME,TOTAL_RAIN_FLAG,TOTAL_SNOW,MIN_REL_HUMIDITY,TOTAL_PRECIPITATION,LOCAL_DATE,MEAN_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS,DIRECTION_MAX_GUST,LOCAL_YEAR,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY,MEAN_TEMPERATURE,TOTAL_SNOW_FLAG,SNOW_ON_GROUND_FLAG,MAX_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,SPEED_MAX_GUST_FLAG,ID,LOCAL_DAY,MAX_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS_FLAG,LOCAL_MONTH,DIRECTION_MAX_GUST_FLAG,MIN_TEMPERATURE,PROVINCE_CODE,TOTAL_RAIN,COOLING_DEGREE_DAYS
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,60,0.4,2023-07-29 00:00:00,,5.1,,2023,,97,12.9,,,19.2,,,,7094637.2023.7.29,29,,,7,,6.5,QC,,0
-77.79307222222222,49.757783333333336,40,7094637,,,,MATAGAMI,,,47,0,2023-07-30 00:00:00,,5.6,32,2023,,98,12.4,,,18.9,,,,7094637.2023.7.30,30,,,7,,6,QC,,0
-77.79307222222222,49.757783333333336,41,7094637,,,,MATAGAMI,,,49,0,2023-07-31 00:00:00,,6.4,30,2023,,99,11.6,,,17.2,,,,7094637.2023.7.31,31,,,7,,5.9,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,35,0,2023-08-01 00:00:00,,5.1,,2023,,97,12.9,,,20.7,,,,7094637.2023.8.1,1,,,8,,5.1,QC,,0
-77.79307222222222,49.757783333333336,45,7094637,,,,MATAGAMI,,,35,4.4,2023-08-02 00:00:00,,2.2,23,2023,,97,15.8,,,25,,,,7094637.2023.8.2,2,,,8,,6.6,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,49,0,2023-08-03 00:00:00,,1.1,,2023,,99,16.9,,,22.7,,,,7094637.2023.8.3,3,,,8,,11.1,QC,,0
-77.79307222222222,49.757783333333336,40,7094637,,,,MATAGAMI,,,59,0,2023-08-04 00:00:00,,2.9,30,2023,,98,15.1,,,19.9,,,,7094637.2023.8.4,4,,,8,,10.2,QC,,0
-77.79307222222222,49.757783333333336,38,7094637,,,,MATAGAMI,,,38,0,2023-08-05 00:00:00,,2.1,32,2023,,99,15.9,,,23.6,,,,7094637.2023.8.5,5,,,8,,8.3,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,32,0,2023-08-06 00:00:00,,3,,2023,,96,15,,,25.2,,,,7094637.2023.8.6,6,,,8,,4.7,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,38,0,2023-08-07 00:00:00,,0.1,,2023,,82,17.9,,,23.8,,,,7094637.2023.8.7,7,,,8,,12.1,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,32,0,2023-08-08 00:00:00,,0.6,,2023,,95,17.4,,,26.1,,,,7094637.2023.8.8,8,,,8,,8.6,QC,,0
-77.79307222222222,49.757783333333336,38,7094637,,,,MATAGAMI,,,45,10.1,2023-08-09 00:00:00,,0,29,2023,,98,19,,,26.3,,,,7094637.2023.8.9,9,,,8,,11.7,QC,,1
-77.79307222222222,49.757783333333336,41,7094637,,,,MATAGAMI,,,60,21.5,2023-08-10 00:00:00,,0.9,28,2023,,99,17.1,,,22.7,,,,7094637.2023.8.10,10,,,8,,11.5,QC,,0
-77.79307222222222,49.757783333333336,40,7094637,,,,MATAGAMI,,,88,0,2023-08-11 00:00:00,,6.4,30,2023,,98,11.6,,,13.1,,,,7094637.2023.8.11,11,,,8,,10.1,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,65,0.3,2023-08-12 00:00:00,,3.2,,2023,,99,14.8,,,19.4,,,,7094637.2023.8.12,12,,,8,,10.2,QC,,0
-77.79307222222222,49.757783333333336,31,7094637,,,,MATAGAMI,,,75,3,2023-08-13 00:00:00,,3,35,2023,,99,15,,,19.7,,,,7094637.2023.8.13,13,,,8,,10.3,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,67,0,2023-08-14 00:00:00,,3.3,,2023,,100,14.7,,,20.5,,,,7094637.2023.8.14,14,,,8,,8.9,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,39,0,2023-08-15 00:00:00,,3,,2023,,97,15,,,22.9,,,,7094637.2023.8.15,15,,,8,,7,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,61,0,2023-08-16 00:00:00,,1,,2023,,86,17,,,22.6,,,,7094637.2023.8.16,16,,,8,,11.4,QC,,0
-77.79307222222222,49.757783333333336,58,7094637,,,,MATAGAMI,,,40,6,2023-08-17 00:00:00,,0,16,2023,,95,21.9,,,27.2,,,,7094637.2023.8.17,17,,,8,,16.6,QC,,3.9
-77.79307222222222,49.757783333333336,48,7094637,,,,MATAGAMI,,,92,7.3,2023-08-18 00:00:00,,4.3,32,2023,,98,13.7,,,16.8,,,,7094637.2023.8.18,18,,,8,,10.6,QC,,0
-77.79307222222222,49.757783333333336,35,7094637,,,,MATAGAMI,,,33,0,2023-08-19 00:00:00,,1.4,32,2023,,96,16.6,,,23.1,,,,7094637.2023.8.19,19,,,8,,10.1,QC,,0
-77.79307222222222,49.757783333333336,45,7094637,,,,MATAGAMI,,,72,0,2023-08-20 00:00:00,,2.8,30,2023,,96,15.2,,,22.6,,,,7094637.2023.8.20,20,,,8,,7.9,QC,,0
-77.79307222222222,49.757783333333336,40,7094637,,,,MATAGAMI,,,43,0.8,2023-08-21 00:00:00,,3.4,31,2023,,99,14.6,,,22.6,,,,7094637.2023.8.21,21,,,8,,6.5,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,48,0,2023-08-22 00:00:00,,4.2,,2023,,99,13.8,,,22.7,,,,7094637.2023.8.22,22,,,8,,5,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,38,0,2023-08-23 00:00:00,,1.2,,2023,,95,16.8,,,24.7,,,,7094637.2023.8.23,23,,,8,,9,QC,,0
-77.79307222222222,49.757783333333336,,7094637,M,M,M,MATAGAMI,,,,,2023-08-24 00:00:00,M,,,2023,M,,,,,,M,,M,7094637.2023.8.24,24,M,M,8,M,,QC,,
-77.79307222222222,49.757783333333336,37,7094637,,,,MATAGAMI,,,72,0.8,2023-08-25 00:00:00,,4.3,32,2023,,99,13.7,,,19,,,,7094637.2023.8.25,25,,,8,,8.4,QC,,0
-77.79307222222222,49.757783333333336,37,7094637,,,,MATAGAMI,,,42,0,2023-08-26 00:00:00,,6.8,32,2023,,98,11.2,,,17.7,,,,7094637.2023.8.26,26,,,8,,4.7,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,38,0,2023-08-27 00:00:00,,5.3,,2023,,99,12.7,,,21.1,,,,7094637.2023.8.27,27,,,8,,4.4,QC,,0
-77.79307222222222,49.757783333333336,36,7094637,,,,MATAGAMI,,,23,0,2023-08-28 00:00:00,,3.6,24,2023,,89,14.4,,,23.2,,,,7094637.2023.8.28,28,,,8,,5.6,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,80,4.1,2023-08-29 00:00:00,,7.6,,2023,,97,10.4,,,14.4,,,,7094637.2023.8.29,29,,,8,,6.5,QC,,0
-77.79307222222222,49.757783333333336,35,7094637,,,,MATAGAMI,,,46,0,2023-08-30 00:00:00,,9.9,32,2023,,98,8.1,,,14.7,,,,7094637.2023.8.30,30,,,8,,1.5,QC,,0
-77.79307222222222,49.757783333333336,41,7094637,,,,MATAGAMI,,,49,0,2023-08-31 00:00:00,,6.7,30,2023,,97,11.3,,,17,,,,7094637.2023.8.31,31,,,8,,5.5,QC,,0
-77.79307222222222,49.757783333333336,41,7094637,,,,MATAGAMI,,,40,0,2023-09-01 00:00:00,,3,21,2023,,93,15,,,24.6,,,,7094637.2023.9.1,1,,,9,,5.4,QC,,0
-77.79307222222222,49.757783333333336,40,7094637,,,,MATAGAMI,,,52,0.6,2023-09-02 00:00:00,,0,20,2023,,83,20.5,,,25.9,,,,7094637.2023.9.2,2,,,9,,15,QC,,2.5
-77.79307222222222,49.757783333333336,49,7094637,,,,MATAGAMI,,,36,0,2023-09-03 00:00:00,,0,21,2023,,89,23.9,,,31.8,,,,7094637.2023.9.3,3,,,9,,16.1,QC,,5.9
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,27,0,2023-09-04 00:00:00,,0,,2023,,98,18.7,,,26.9,,,M,7094637.2023.9.4,4,,,9,M,10.5,QC,,0.7
-77.79307222222222,49.757783333333336,34,7094637,,,,MATAGAMI,,,33,0,2023-09-05 00:00:00,,0,23,2023,,93,25.1,,,33.2,,,,7094637.2023.9.5,5,,,9,,17,QC,,7.1
-77.79307222222222,49.757783333333336,38,7094637,,,,MATAGAMI,,,56,18.5,2023-09-06 00:00:00,,0,29,2023,,98,21.4,,,30.5,,,,7094637.2023.9.6,6,,,9,,12.2,QC,,3.4
-77.79307222222222,49.757783333333336,37,7094637,,,,MATAGAMI,,,95,41.1,2023-09-07 00:00:00,,7.4,35,2023,,98,10.6,,,12.2,,,,7094637.2023.9.7,7,,,9,,8.9,QC,,0
-77.79307222222222,49.757783333333336,32,7094637,,,,MATAGAMI,,,59,5.4,2023-09-08 00:00:00,,6.8,32,2023,,97,11.2,,,17.3,,,,7094637.2023.9.8,8,,,9,,5.2,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,35,0,2023-09-09 00:00:00,,7.4,,2023,,97,10.6,,,19.6,,,,7094637.2023.9.9,9,,,9,,1.6,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,40,0,2023-09-10 00:00:00,,5.9,,2023,,96,12.1,,,20.2,,,,7094637.2023.9.10,10,,,9,,4,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,37,0,2023-09-11 00:00:00,,4.6,,2023,,95,13.4,,,20,,,,7094637.2023.9.11,11,,,9,,6.9,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,92,16.9,2023-09-12 00:00:00,,8.8,,2023,,97,9.2,,,11.8,,,,7094637.2023.9.12,12,,,9,,6.5,QC,,0
-77.79307222222222,49.757783333333336,31,7094637,,,,MATAGAMI,,,96,7.5,2023-09-13 00:00:00,,7.6,31,2023,,98,10.4,,,12.2,,,,7094637.2023.9.13,13,,,9,,8.5,QC,,0
-77.79307222222222,49.757783333333336,37,7094637,,,,MATAGAMI,,,37,0,2023-09-14 00:00:00,,5,31,2023,,94,13,,,18.8,,,,7094637.2023.9.14,14,,,9,,7.2,QC,,0
-77.79307222222222,49.757783333333336,35,7094637,,,,MATAGAMI,,,42,0,2023-09-15 00:00:00,,5.4,21,2023,,95,12.6,,,20.5,,,,7094637.2023.9.15,15,,,9,,4.8,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,56,0,2023-09-16 00:00:00,,3.3,,2023,,99,14.7,,,21.8,,,,7094637.2023.9.16,16,,,9,,7.6,QC,,0
-77.79307222222222,49.757783333333336,31,7094637,,,,MATAGAMI,,,79,0,2023-09-17 00:00:00,,6.4,31,2023,,99,11.6,,,15.6,,,,7094637.2023.9.17,17,,,9,,7.7,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,54,0,2023-09-18 00:00:00,,7.1,,2023,,98,10.9,,,14.7,,,,7094637.2023.9.18,18,,,9,,7.1,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,52,0,2023-09-19 00:00:00,,8.9,,2023,,96,9.1,,,15.1,,,,7094637.2023.9.19,19,,,9,,3.2,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,39,0,2023-09-20 00:00:00,,8.8,,2023,,99,9.2,,,18.4,,,,7094637.2023.9.20,20,,,9,,-0.1,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,29,0,2023-09-21 00:00:00,,6.5,,2023,,98,11.5,,,22.4,,,,7094637.2023.9.21,21,,,9,,0.5,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,57,0,2023-09-22 00:00:00,,3.2,,2023,,87,14.8,,,19,,,,7094637.2023.9.22,22,,,9,,10.5,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,37,0,2023-09-23 00:00:00,,6.1,,2023,,90,11.9,,,19.6,,,,7094637.2023.9.23,23,,,9,,4.1,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,38,0,2023-09-24 00:00:00,,7.8,,2023,,98,10.2,,,19,,,,7094637.2023.9.24,24,,,9,,1.4,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,37,0,2023-09-25 00:00:00,,6.7,,2023,,99,11.3,,,19.1,,,,7094637.2023.9.25,25,,,9,,3.5,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,36,0,2023-09-26 00:00:00,,6.6,,2023,,97,11.4,,,19.7,,,,7094637.2023.9.26,26,,,9,,3.1,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,36,0,2023-09-27 00:00:00,,8.2,,2023,,98,9.8,,,19.1,,,,7094637.2023.9.27,27,,,9,,0.4,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,31,0,2023-09-28 00:00:00,,6.7,,2023,,99,11.3,,,21.6,,,,7094637.2023.9.28,28,,,9,,1,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,28,0,2023-09-29 00:00:00,,5,,2023,,98,13,,,22,,,,7094637.2023.9.29,29,,,9,,4,QC,,0
-77.79307222222222,49.757783333333336,31,7094637,,,,MATAGAMI,,,50,0,2023-09-30 00:00:00,,2.7,27,2023,,98,15.3,,,23.3,,,,7094637.2023.9.30,30,,,9,,7.3,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,45,0,2023-10-01 00:00:00,,4,,2023,,99,14,,,22.1,,,,7094637.2023.10.1,1,,,10,,5.9,QC,,0
-77.79307222222222,49.757783333333336,44,7094637,,,,MATAGAMI,,,64,4.1,2023-10-02 00:00:00,,1.1,22,2023,,98,16.9,,,24.1,,,,7094637.2023.10.2,2,,,10,,9.7,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,83,5.8,2023-10-03 00:00:00,,2.5,,2023,,98,15.5,,,19.2,,,,7094637.2023.10.3,3,,,10,,11.7,QC,,0
-77.79307222222222,49.757783333333336,41,7094637,,,,MATAGAMI,,,43,0,2023-10-04 00:00:00,,0,24,2023,,92,20.6,,,27.9,,,,7094637.2023.10.4,4,,,10,,13.3,QC,,2.6
-77.79307222222222,49.757783333333336,,7094637,M,M,M,MATAGAMI,,,,,2023-10-05 00:00:00,M,,,2023,M,,,,,,M,,M,7094637.2023.10.5,5,M,M,10,M,,QC,,
-77.79307222222222,49.757783333333336,31,7094637,,,,MATAGAMI,,,59,10.2,2023-10-06 00:00:00,,4.7,21,2023,,99,13.3,,,18.5,,,,7094637.2023.10.6,6,,,10,,8.1,QC,,0
-77.79307222222222,49.757783333333336,35,7094637,,,,MATAGAMI,,,87,6.2,2023-10-07 00:00:00,,9.9,36,2023,,99,8.1,,,10.9,,,,7094637.2023.10.7,7,,,10,,5.4,QC,,0
-77.79307222222222,49.757783333333336,50,7094637,,,,MATAGAMI,,,93,21.3,2023-10-08 00:00:00,,9.3,6,2023,,99,8.7,,,13.2,,,,7094637.2023.10.8,8,,,10,,4.2,QC,,0
-77.79307222222222,49.757783333333336,39,7094637,,,,MATAGAMI,,,90,3.3,2023-10-09 00:00:00,,14.2,12,2023,,96,3.8,,,5.1,,,,7094637.2023.10.9,9,,,10,,2.6,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,89,6,2023-10-10 00:00:00,,13.1,,2023,,99,4.9,,,7.6,,,,7094637.2023.10.10,10,,,10,,2.2,QC,,0
-77.79307222222222,49.757783333333336,31,7094637,,,,MATAGAMI,,,86,10.9,2023-10-11 00:00:00,,12.6,11,2023,,100,5.4,,,8.8,,,,7094637.2023.10.11,11,,,10,,2,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,75,5.5,2023-10-12 00:00:00,,9,,2023,,99,9,,,11.9,,,,7094637.2023.10.12,12,,,10,,6,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,83,0.1,2023-10-13 00:00:00,,10.4,,2023,,99,7.6,,,9.9,,,,7094637.2023.10.13,13,,,10,,5.3,QC,,0
-77.79307222222222,49.757783333333336,32,7094637,,,,MATAGAMI,,,80,1.8,2023-10-14 00:00:00,,10.8,31,2023,,99,7.2,,,9.6,,,,7094637.2023.10.14,14,,,10,,4.8,QC,,0
-77.79307222222222,49.757783333333336,37,7094637,,,,MATAGAMI,,,61,1.4,2023-10-15 00:00:00,,9.3,35,2023,,98,8.7,,,13.5,,,,7094637.2023.10.15,15,,,10,,3.9,QC,,0
-77.79307222222222,49.757783333333336,33,7094637,,,,MATAGAMI,,,57,0,2023-10-16 00:00:00,,12.1,35,2023,,99,5.9,,,10.7,,,,7094637.2023.10.16,16,,,10,,1,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,54,0,2023-10-17 00:00:00,,12,,2023,,100,6,,,11.8,,,,7094637.2023.10.17,17,,,10,,0.3,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,69,0,2023-10-18 00:00:00,,14.3,,2023,,98,3.7,,,9.3,,,,7094637.2023.10.18,18,,,10,,-1.9,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,86,13.5,2023-10-19 00:00:00,,9.8,,2023,,98,8.2,,,9.6,,,,7094637.2023.10.19,19,,,10,,6.8,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,94,8.1,2023-10-20 00:00:00,,12.3,,2023,,99,5.7,,,9.2,,,,7094637.2023.10.20,20,,,10,,2.1,QC,,0
-77.79307222222222,49.757783333333336,40,7094637,,,,MATAGAMI,,,68,0.3,2023-10-21 00:00:00,,14.3,35,2023,,97,3.7,,,6.1,,,,7094637.2023.10.21,21,,,10,,1.3,QC,,0
-77.79307222222222,49.757783333333336,42,7094637,,,,MATAGAMI,,,54,0,2023-10-22 00:00:00,,15.9,34,2023,,96,2.1,,,7,,,,7094637.2023.10.22,22,,,10,,-2.8,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,48,0,2023-10-23 00:00:00,,15.4,,2023,,96,2.6,,,9,,,,7094637.2023.10.23,23,,,10,,-3.9,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,73,6.6,2023-10-24 00:00:00,,11.3,,2023,,99,6.7,,,8.8,,,,7094637.2023.10.24,24,,,10,,4.6,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,95,2.1,2023-10-25 00:00:00,,13.6,,2023,,99,4.4,,,7.7,,,,7094637.2023.10.25,25,,,10,,1,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,85,2.4,2023-10-26 00:00:00,,16.2,,2023,,98,1.8,,,2.7,,,,7094637.2023.10.26,26,,,10,,0.8,QC,,0
-77.79307222222222,49.757783333333336,41,7094637,,,,MATAGAMI,,,91,2.4,2023-10-27 00:00:00,,12.9,29,2023,,99,5.1,,,8.6,,,,7094637.2023.10.27,27,,,10,,1.5,QC,,0
-77.79307222222222,49.757783333333336,49,7094637,,,,MATAGAMI,,,73,0.5,2023-10-28 00:00:00,,18.9,29,2023,,96,-0.9,,,1.6,,,,7094637.2023.10.28,28,,,10,,-3.4,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,78,0.8,2023-10-29 00:00:00,,21.2,,2023,,96,-3.2,,,-0.3,,,,7094637.2023.10.29,29,,,10,,-6.2,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,67,0.2,2023-10-30 00:00:00,,21.6,,2023,,96,-3.6,,,0.4,,,,7094637.2023.10.30,30,,,10,,-7.5,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,60,0,2023-10-31 00:00:00,,23.8,,2023,,92,-5.8,,,-1.6,,,,7094637.2023.10.31,31,,,10,,-10,QC,,0
-77.79307222222222,49.757783333333336,36,7094637,,,,MATAGAMI,,,45,0,2023-11-01 00:00:00,,21.7,22,2023,,85,-3.7,,,-0.9,,,,7094637.2023.11.1,1,,,11,,-6.4,QC,,0
-77.79307222222222,49.757783333333336,32,7094637,,,,MATAGAMI,,,68,0.3,2023-11-02 00:00:00,,19.9,24,2023,,93,-1.9,,,1,,,,7094637.2023.11.2,2,,,11,,-4.8,QC,,0
-77.79307222222222,49.757783333333336,48,7094637,,,,MATAGAMI,,,82,5.7,2023-11-03 00:00:00,,19.8,29,2023,,98,-1.8,,,2.7,,1,,7094637.2023.11.3,3,,,11,,-6.4,QC,,0
-77.79307222222222,49.757783333333336,37,7094637,,,,MATAGAMI,,,72,0,2023-11-04 00:00:00,,23.9,24,2023,,89,-5.9,,,-2.5,,,,7094637.2023.11.4,4,,,11,,-9.3,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,62,0,2023-11-05 00:00:00,,25,,2023,,90,-7,,,-2.8,,,,7094637.2023.11.5,5,,,11,,-11.2,QC,,0
-77.79307222222222,49.757783333333336,37,7094637,,,,MATAGAMI,,,85,14.2,2023-11-06 00:00:00,,25.2,10,2023,,95,-7.2,,,-3.1,,,,7094637.2023.11.6,6,,,11,,-11.4,QC,,0
-77.79307222222222,49.757783333333336,41,7094637,,,,MATAGAMI,,,76,0.1,2023-11-07 00:00:00,,24.6,36,2023,,94,-6.6,,,-3.4,,17,,7094637.2023.11.7,7,,,11,,-9.8,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,60,0,2023-11-08 00:00:00,,27.1,,2023,,92,-9.1,,,-2.6,,12,,7094637.2023.11.8,8,,,11,,-15.5,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,79,4.5,2023-11-09 00:00:00,,24.2,,2023,,94,-6.2,,,-4.8,,11,,7094637.2023.11.9,9,,,11,,-7.6,QC,,0
-77.79307222222222,49.757783333333336,33,7094637,,,,MATAGAMI,,,83,1.1,2023-11-10 00:00:00,,23,31,2023,,96,-5,,,-2.7,,14,,7094637.2023.11.10,10,,,11,,-7.3,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,73,0,2023-11-11 00:00:00,,21.8,,2023,,90,-3.8,,,-2,,15,,7094637.2023.11.11,11,,,11,,-5.6,QC,,0
-77.79307222222222,49.757783333333336,,7094637,,,,MATAGAMI,,,84,0,2023-11-12 00:00:00,,21.2,,2023,,92,-3.2,,,-1.9,,14,,7094637.2023.11.12,12,,,11,,-4.5,QC,,0
-77.79307222222222,49.757783333333336,36,7094637,,,,MATAGAMI,,,85,2.6,2023-11-13 00:00:00,,19.7,15,2023,,99,-1.7,,,0.4,,15,,7094637.2023.11.13,13,,,11,,-3.8,QC,,0
-77.79307222222222,49.757783333333336,36,7094637,,,,MATAGAMI,,,83,0.6,2023-11-14 00:00:00,,18.8,17,2023,,97,-0.8,,,0.1,,17,,7094637.2023.11.14,14,,,11,,-1.7,QC,,0
-77.79307222222222,49.757783333333336,35,7094637,,,,MATAGAMI,,,73,0,2023-11-15 00:00:00,,16,18,2023,,93,2,,,6.1,,16,,7094637.2023.11.15,15,,,11,,-2.1,QC,,0
